M&A SDC Deal Number,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(EUR, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisor Name
('|')","Acquiror Financial Advisor Name
('|')","Target Net Sales Last 12 Months
(EUR, Millions)","EBITDA Last 12 Months
(EUR, Millions)","Enterprise Value at Announcement
(EUR, Millions, '|')",Target Industry Sector,Target Public Status,,Year
3366881040,28/02/2019,28/02/2019,0.38,MVV Holding AB,High Technology,Software,Sweden,Hitech & Development Wireless Sweden Holding AB,High Technology,Electronics,Sweden,,,3.44,-0.10,1.49,Prepackaged Software,Public,,"2,019.00"
3432458040,28/02/2019,18/07/2019,0.56,MVV Holding AB,High Technology,Software,Sweden,Hitech & Development Wireless Sweden Holding AB,High Technology,Electronics,Sweden,,,2.86,-0.31,1.19,Prepackaged Software,Public,,"2,019.00"
3390184040,27/02/2019,27/02/2019,1.10,Naturally Splendid Enterprises Ltd,Consumer Staples,Food and Beverage,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.33,-3.63,9.88,Food and Kindred Products,Public,,"2,019.00"
3366144040,25/02/2019,25/02/2019,3.36,LXRandCo Inc,Retail,Other Retailing,Canada,Investor Group,Financials,Other Financials,Canada,,,24.95,-8.96,6.67,Miscellaneous Retail Trade,Public,,"2,019.00"
3367199040,20/02/2019,20/02/2019,1.67,SQI Diagnostics Inc,Healthcare,Healthcare Equipment & Supplies,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.80,-4.04,9.83,"Measuring, Medical, Photo Equipment; Clocks",Public,,"2,019.00"
2613329040,19/02/2019,19/02/2019,20.05,Hoteli Maestral dd,Media and Entertainment,Hotels and Lodging,Croatia,PND Strategija doo,Media and Entertainment,Hotels and Lodging,Croatia,,,6.73,1.33,9.16,Hotels and Casinos,Public,,"2,019.00"
3352751040,16/02/2019,16/02/2019,0.15,Cellcube Energy Storage Systems Inc,Materials,Metals & Mining,Canada,Creditors,Financials,Other Financials,Canada,,,1.22,-3.10,12.51,Mining,Public,,"2,019.00"
3361705040,15/02/2019,15/02/2019,0.67,Earth Alive Clean Technologies Inc,Healthcare,Biotechnology,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.92,-1.82,18.34,Drugs,Public,,"2,019.00"
3346885040,11/02/2019,11/02/2019,5.58,Atrem SA,Industrials,Building/Construction & Engineering,Poland,Grupa Kapitalowa Immobile Sa,Industrials,Machinery,Poland,,Santander Corp & Invest Bkg,30.97,0.06,7.82,Business Services,Public,,"2,019.00"
3361873040,11/02/2019,11/02/2019,0.62,Marksmen Energy Inc,Energy and Power,Oil & Gas,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.66,-0.15,15.21,Oil and Gas; Petroleum Refining,Public,,"2,019.00"
3575475040,11/02/2019,11/02/2019,0.94,Digigram SA,High Technology,Electronics,France,Evergreen Holding,Financials,Other Financials,France,Atout Capital,,5.87,0.15,3.02,Electronic and Electrical Equipment,Public,,"2,019.00"
3345143020,08/02/2019,08/02/2019,0.54,UGE International Ltd,Energy and Power,Power,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,20.44,-5.62,13.42,"Electric, Gas, and Water Distribution",Public,,"2,019.00"
3361697040,06/02/2019,06/02/2019,1.00,Nuran Wireless Inc,Telecommunications,Wireless,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,2.75,-1.86,12.84,Telecommunications,Public,,"2,019.00"
3361982040,06/02/2019,06/02/2019,1.20,DXI Energy Inc,Energy and Power,Oil & Gas,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.12,8.53,7.78,Oil and Gas; Petroleum Refining,Public,,"2,019.00"
3345529040,01/02/2019,01/02/2019,3.00,Advice Group SpA,Media and Entertainment,Advertising & Marketing,Italy,Technology & Innovation,Financials,Other Financials,Italy,,KPMG,4.01,0.80,8.07,Business Services,Private,,"2,019.00"
3347332040,01/02/2019,01/02/2019,7.00,Prase Engineering SpA,Consumer Products and Services,Professional Services,Italy,Midwich Group PLC,Retail,Other Retailing,United Kingdom,,,26.46,3.23,7.64,Motion Picture Production and Distribution,Private,,"2,019.00"
3348152040,29/01/2019,29/01/2019,19.33,United Spaces Network Offices AB,Real Estate,Non Residential,Sweden,Castellum AB,Real Estate,REITs,Sweden,,Carnegie Investment Bank AB,7.53,-0.05,18.24,Real Estate; Mortgage Bankers and Brokers,Private,,"2,019.00"
3342730040,28/01/2019,28/01/2019,6.17,Wash Service Srl,Consumer Products and Services,Professional Services,Italy,Servizi Italia SpA,Consumer Products and Services,Professional Services,Italy,,,5.37,0.66,6.76,Personal Services,Private,,"2,019.00"
3342731040,28/01/2019,28/01/2019,0.39,Wash Service Srl,Consumer Products and Services,Professional Services,Italy,Servizi Italia SpA,Consumer Products and Services,Professional Services,Italy,,,5.37,0.66,4.77,Personal Services,Private,,"2,019.00"
3353561040,25/01/2019,25/01/2019,0.73,Datametrex AI Ltd,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.43,-2.18,7.27,Business Services,Public,,"2,019.00"
3338211040,24/01/2019,24/01/2019,4.00,Gestio i Serveis Trade Center SA,Industrials,Transportation & Infrastructure,Spain,TAV Havalimanlari Holding AS,Industrials,Transportation & Infrastructure,Turkey,Eurohold SL,,21.97,7.66,9.10,Air Transportation and Shipping,Private,,"2,019.00"
3367743040,24/01/2019,24/01/2019,3.23,Solana dd Tuzla,Materials,Metals & Mining,Bosnia and Herzegovina,AS Group doo,Consumer Staples,Food and Beverage,Bosnia and Herzegovina,,,13.86,3.11,5.85,Mining,Public,,"2,019.00"
3345628040,23/01/2019,23/01/2019,2.00,Walmeric Soluciones SL,High Technology,IT Consulting & Services,Spain,Segtech Ventures SA,Financials,Other Financials,Spain,,,4.24,1.08,18.91,Business Services,Private,,"2,019.00"
3387486040,22/01/2019,22/01/2019,1.26,Veterinarski Zavod Subotica AD,Consumer Products and Services,Other Consumer Products,Serbia,Victoria Group AD,Consumer Staples,Agriculture & Livestock,Serbia,,,8.29,0.07,13.25,Food and Kindred Products,Public,,"2,019.00"
3342244040,21/01/2019,21/01/2019,4.70,Projecta Engineering Srl,Industrials,Machinery,Italy,Siti-B&T Group SpA,Industrials,Machinery,Italy,,,33.09,0.50,14.15,Machinery,Private,,"2,019.00"
3384710040,19/01/2019,10/07/2019,,Luka Ploce dd,Industrials,Transportation & Infrastructure,Croatia,Energia naturalis d.o.o.,Energy and Power,Power,Croatia,,,25.62,3.08,16.60,Transportation and Shipping (except air),Public,,"2,019.00"
3335200040,16/01/2019,16/01/2019,2.64,NP-Gruppen AB,Industrials,Building/Construction & Engineering,Sweden,SolTech Energy Sweden AB,High Technology,Electronics,Sweden,,,5.12,0.28,4.25,Construction Firms,Private,,"2,019.00"
3333279040,11/01/2019,11/01/2019,1.80,Nanogap Sub-NM-Powder SA,Industrials,Machinery,Spain,Repsol Corporate Venture Fund,Financials,Asset Management,Spain,,,0.44,-0.30,18.67,Wholesale Trade-Durable Goods,Private,,"2,019.00"
3248467040,10/01/2019,10/01/2019,2.16,Imaginatik PLC,Consumer Products and Services,Professional Services,United Kingdom,Planbox Inc,High Technology,Software,Canada,finnCap Ltd|RSM Corporate Fin LLP,,3.79,-1.24,2.16,Business Services,Public,,"2,019.00"
3352720040,10/01/2019,10/01/2019,0.33,Emerald Bay Energy Inc,Energy and Power,Oil & Gas,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.72,-0.64,10.80,Oil and Gas; Petroleum Refining,Public,,"2,019.00"
3872208040,31/12/2018,07/02/2022,0.86,Smartseq Srl,High Technology,Computers & Peripherals,Italy,Devyser Diagnostics AB,Consumer Products and Services,Professional Services,Sweden,,,0.41,0.21,0.90,Business Services,Private,,"2,018.00"
3331448040,28/12/2018,28/12/2018,0.52,Reko International Group Inc,Materials,Containers & Packaging,Canada,Reko International Group Inc,Materials,Containers & Packaging,Canada,,,30.22,3.70,15.33,Rubber and Miscellaneous Plastic Products,Public,,"2,018.00"
3330683040,27/12/2018,27/12/2018,0.07,AWBUD SA,Industrials,Building/Construction & Engineering,Poland,Investor Group,Financials,Other Financials,Poland,,,37.27,-1.25,8.54,Construction Firms,Public,,"2,018.00"
3342169020,26/12/2018,26/12/2018,8.05,Frontier Oilfield Services Inc,Energy and Power,Oil & Gas,United States,Galenfeha Inc,Industrials,Building/Construction & Engineering,United States,,,0.98,-0.34,8.05,Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3331891040,21/12/2018,21/12/2018,0.60,Yorbeau Resources Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.15,-0.67,9.92,Mining,Public,,"2,018.00"
3327025040,19/12/2018,19/12/2018,2.67,Freshwater UK PLC,Media and Entertainment,Advertising & Marketing,United Kingdom,Raglan House Holdings Ltd,Financials,Other Financials,United Kingdom,EGR Broking Ltd,Cattaneo LLP,4.13,0.78,1.43,Business Services,Private,,"2,018.00"
3330779020,19/12/2018,19/12/2018,19.06,OurPet's Co,Consumer Products and Services,Other Consumer Products,United States,Rose America Corp,Consumer Products and Services,Other Consumer Products,United States,Falls River Group LLC|IMAP|Boenning & Scattergood,,24.52,1.82,19.49,Wholesale Trade-Nondurable Goods,Public,,"2,018.00"
3379740040,19/12/2018,19/12/2018,0.10,Brivais Vilnis AS,Consumer Staples,Food and Beverage,Latvia,Musu investciju fonds SIA,Real Estate,Residential,Latvia,,,7.66,0.02,5.42,Food and Kindred Products,Public,,"2,018.00"
3344284040,18/12/2018,18/12/2018,0.62,Fade Gida Yatirim Sanayi Ticaret AS,Consumer Staples,Food and Beverage,Turkey,Hedef Girisim Sermayesi Yatirim Ortakligi AS,Financials,Alternative Financial Investments,Turkey,,,4.10,1.02,17.37,Food and Kindred Products,Private,,"2,018.00"
3385311040,17/12/2018,17/12/2018,2.13,KDA Group Inc,Consumer Products and Services,Professional Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,16.46,0.05,17.33,Business Services,Public,,"2,018.00"
3323601040,13/12/2018,13/12/2018,1.24,Lventure Group SpA,Financials,Alternative Financial Investments,Italy,Futura Invest SpA,Financials,Alternative Financial Investments,Italy,,,3.06,-0.98,19.20,Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,018.00"
3345367040,12/12/2018,12/12/2018,4.30,Sonar Oy,Healthcare,Healthcare Equipment & Supplies,Finland,ADDvise Group AB,Healthcare,Healthcare Equipment & Supplies,Sweden,IMAP,MANGOLD FONDKOMISSION AB,6.44,0.46,3.85,"Measuring, Medical, Photo Equipment; Clocks",Private,,"2,018.00"
3319785040,07/12/2018,07/12/2018,0.66,Millrock Resources Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.80,-1.27,1.52,Mining,Public,,"2,018.00"
3330399040,06/12/2018,06/12/2018,2.42,Atlanta Poland SA,Retail,Food & Beverage Retailing,Poland,Investor Group,Financials,Other Financials,Switzerland,,,55.51,2.19,12.26,Wholesale Trade-Nondurable Goods,Public,,"2,018.00"
3317101040,30/11/2018,30/11/2018,0.75,Dauntons Soar Management Ltd,Real Estate,Real Estate Management & Development,United Kingdom,HML PM Ltd,Real Estate,Real Estate Management & Development,United Kingdom,,,0.64,0.13,0.62,Real Estate; Mortgage Bankers and Brokers,Private,,"2,018.00"
3325240040,29/11/2018,29/11/2018,3.68,Perlite Canada Inc,Industrials,Building/Construction & Engineering,Canada,Investor Group,Financials,Other Financials,Canada,"Richter, Cohen",,5.88,0.93,5.15,"Stone, Clay, Glass, and Concrete Products",Public,,"2,018.00"
3327071020,28/11/2018,28/11/2018,2.66,Social Reality Inc,Media and Entertainment,Advertising & Marketing,United States,Social Reality Inc,Media and Entertainment,Advertising & Marketing,United States,,,7.60,-6.85,16.65,Advertising Services,Public,,"2,018.00"
3323032040,27/11/2018,27/11/2018,0.27,Gestione Energetica Ambientale Srl,Industrials,Building/Construction & Engineering,Italy,Alea Service Srl,Financials,Asset Management,Italy,,,4.85,0.14,1.89,Business Services,Private,,"2,018.00"
3387693020,27/11/2018,27/11/2018,0.94,Central Federal Bancshares Inc,Financials,Banks,United States,Central Federal Bancshares Inc,Financials,Banks,United States,,,1.32,0.12,19.04,"Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3316070040,23/11/2018,23/11/2018,25.70,Recuperator SpA,Industrials,Other Industrials,Italy,Carel Industries SpA,Industrials,Machinery,Italy,,KPMG,16.35,1.02,18.81,Metal and Metal Products,Private,,"2,018.00"
3451491040,22/11/2018,22/01/2019,7.87,Nature Group PLC,Energy and Power,Water and Waste Management,Jersey,Port Invest BV,Energy and Power,Water and Waste Management,Netherlands,,,11.32,0.77,7.84,Sanitary Services,Private,,"2,018.00"
3314083040,21/11/2018,21/11/2018,4.60,EuroEspes SA,Healthcare,Biotechnology,Spain,Moira Capital Advisors SL,Financials,Asset Management,Spain,,,2.63,0.56,12.95,Drugs,Public,,"2,018.00"
3313180020,20/11/2018,20/11/2018,5.16,TSR Inc,High Technology,IT Consulting & Services,United States,QAR Industries Inc,Telecommunications,Telecommunications Equipment,United States,,,55.64,0.62,5.96,Business Services,Public,,"2,018.00"
3318215040,20/11/2018,20/11/2018,8.55,Assima PLC,High Technology,Software,United Kingdom,Partner One Software Inc,Financials,Alternative Financial Investments,Canada,,,19.10,-0.33,8.57,Prepackaged Software,Public,,"2,018.00"
3311476020,19/11/2018,19/11/2018,18.43,National Holdings Corp,Financials,Brokerage,United States,B. Riley Financial Inc,Financials,Asset Management,United States,Keefe Bruyette & Woods Inc,,19.20,3.76,1.43,Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,018.00"
3310009040,14/11/2018,15/12/2018,4.86,Magma Sp z o o,High Technology,Electronics,Poland,Grodno SA,High Technology,Electronics,Poland,,,18.78,1.21,4.85,Wholesale Trade-Durable Goods,Private,,"2,018.00"
3315662040,13/11/2018,13/11/2018,0.30,Quizam Media Corp,Consumer Products and Services,Educational Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.51,-0.73,2.06,Educational Services,Public,,"2,018.00"
3331747040,12/11/2018,12/11/2018,1.61,ARHT Media Inc,High Technology,Electronics,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.93,-3.58,1.92,Electronic and Electrical Equipment,Public,,"2,018.00"
3315657040,09/11/2018,09/11/2018,0.61,PromikBook AB,High Technology,IT Consulting & Services,Sweden,Euro Finans AB,Consumer Products and Services,Professional Services,Sweden,,,0.60,0.09,1.75,Prepackaged Software,Public,,"2,018.00"
3310598040,07/11/2018,07/11/2018,2.44,Espial Group Inc,High Technology,Software,Canada,Espial Group Inc,High Technology,Software,Canada,,,20.13,-1.26,10.88,Prepackaged Software,Public,,"2,018.00"
3313276040,06/11/2018,06/11/2018,0.54,Diagnos Inc,High Technology,IT Consulting & Services,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.98,-1.41,9.20,Business Services,Public,,"2,018.00"
3306538040,05/11/2018,05/11/2018,4.05,Westek Technology Ltd,High Technology,Computers & Peripherals,United Kingdom,TP Group PLC,Consumer Products and Services,Professional Services,United Kingdom,,,3.97,0.26,4.07,Computer and Office Equipment,Private,,"2,018.00"
3307594020,05/11/2018,05/11/2018,79.99,Inuvo Inc,Media and Entertainment,Advertising & Marketing,United States,ConversionPoint Technologies Inc,Media and Entertainment,Advertising & Marketing,United States,Canaccord Genuity,"Beacon Securities, Inc.|GMP Securities Ltd|Falcon Capital Partners",68.98,-0.53,13.64,Advertising Services,Public,,"2,018.00"
3323925020,31/10/2018,31/10/2018,3.43,Alternate Health Corp,High Technology,Software,United States,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.02,-15.67,15.27,Prepackaged Software,Public,,"2,018.00"
3305052040,30/10/2018,30/10/2018,4.29,Body & Mind Inc,Healthcare,Pharmaceuticals,Canada,Australis Capital Inc,Financials,Other Financials,United States,Canaccord Genuity,,2.06,-1.54,14.45,Drugs,Public,,"2,018.00"
3316236040,30/10/2018,30/10/2018,1.20,Aurora Solar Technologies Inc,Industrials,Other Industrials,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.76,-1.15,1.62,Metal and Metal Products,Public,,"2,018.00"
3320082040,30/10/2018,30/10/2018,0.33,Current Water Technologies Inc,Energy and Power,Water and Waste Management,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,1.77,-0.95,6.67,Sanitary Services,Public,,"2,018.00"
3344414040,27/10/2018,27/10/2018,1.28,G-Energy SA,Energy and Power,Alternative Energy Sources,Poland,Starhedge SA,Financials,Other Financials,Poland,,,0.92,0.15,1.24,"Electric, Gas, and Water Distribution",Public,,"2,018.00"
3308853040,26/10/2018,26/10/2018,0.74,Organto Foods Inc,Consumer Staples,Agriculture & Livestock,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.40,-3.65,10.62,"Agriculture, Forestry, and Fishing",Public,,"2,018.00"
3345484040,26/10/2018,26/10/2018,1.33,AdUX SA,Media and Entertainment,Advertising & Marketing,France,Azerion Group BV,Media and Entertainment,Advertising & Marketing,Netherlands,,,24.20,-6.14,2.32,Advertising Services,Public,,"2,018.00"
3303354040,24/10/2018,24/10/2018,7.54,Orelstroi PAO,Industrials,Building/Construction & Engineering,Russia,Ob''edinennaia Domostroitel'naia Korporatsiia OOO,Financials,Other Financials,Russia,,,20.16,3.86,10.76,Construction Firms,Public,,"2,018.00"
3304782040,23/10/2018,23/10/2018,4.94,Talje Mark AB,Consumer Products and Services,Professional Services,Sweden,Infrea AB,Financials,Other Financials,Sweden,,,15.48,2.66,3.91,"Agriculture, Forestry, and Fishing",Private,,"2,018.00"
3300312040,18/10/2018,18/10/2018,0.69,Miliboo SA,Consumer Products and Services,Home Furnishings,France,Miliboo SA,Consumer Products and Services,Home Furnishings,France,,,18.49,-1.94,7.72,Wholesale Trade-Durable Goods,Public,,"2,018.00"
3332003040,16/10/2018,16/10/2018,2.66,Cellcube Energy Storage Systems Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.92,-1.67,11.61,Mining,Public,,"2,018.00"
3349477040,10/10/2018,10/10/2018,1.09,YOLO SA,Financials,Credit Institutions,Poland,Black Onyx Investments Ltd,Financials,Other Financials,Malta,,,1.13,-1.34,7.82,Credit Institutions,Public,,"2,018.00"
3344766040,05/10/2018,05/10/2018,0.34,CROPS Inc,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.44,-1.18,3.65,Mining,Public,,"2,018.00"
3296540040,04/10/2018,04/10/2018,4.30,Varvaamo Oy,Consumer Products and Services,Professional Services,Finland,Enersense International Oyj,Consumer Products and Services,Professional Services,Finland,,,10.76,0.27,3.73,Business Services,Private,,"2,018.00"
3314057040,02/10/2018,02/10/2018,7.00,ECL Direct SAS,Financials,Other Financials,France,Amarris Finance SAS,Consumer Products and Services,Professional Services,France,,Finaxeed SAS,7.12,0.56,11.92,Business Services,Private,,"2,018.00"
3294104020,28/09/2018,28/09/2018,3.59,CafePress Inc,Retail,Internet and Catalog Retailing,United States,Snapfish LLC,High Technology,Software,United States,Needham & Co LLC,,24.77,-1.91,3.60,Miscellaneous Retail Trade,Public,,"2,018.00"
3294326040,27/09/2018,27/09/2018,1.55,Intrinsyc Technologies Corp,High Technology,Software,Canada,Intrinsyc Technologies Corp,High Technology,Software,Canada,,,20.07,0.76,11.69,Prepackaged Software,Public,,"2,018.00"
3365402040,25/09/2018,25/09/2018,4.19,Salamis Tours Holdings Public Ltd,Consumer Products and Services,Travel Services,Cyprus,EVH Investments Ltd,Financials,Other Financials,Cyprus,,CISCO,46.00,9.27,2.60,Transportation and Shipping (except air),Public,,"2,018.00"
3343908040,24/09/2018,24/09/2018,2.54,RTA Laboratuvarlari Biyolojik Urunler Ilac & Makine Sanayi Ticaret AS,Healthcare,Healthcare Equipment & Supplies,Turkey,Investor Group,Financials,Other Financials,Turkey,,,5.42,-0.07,8.06,Drugs,Public,,"2,018.00"
3291148040,21/09/2018,21/09/2018,9.58,Animax Ltd,Consumer Products and Services,Professional Services,United Kingdom,Carrs Group PLC,Consumer Staples,Food and Beverage,United Kingdom,,,7.32,0.72,8.74,"Agriculture, Forestry, and Fishing",Private,,"2,018.00"
3291970040,20/09/2018,20/09/2018,1.65,Sevimpor Distribuidora De Frutas De Importacion SL,Consumer Staples,Food and Beverage,Spain,Orsero SpA,Retail,Food & Beverage Retailing,Italy,,PricewaterhouseCoopers,9.27,7.30,2.34,Wholesale Trade-Nondurable Goods,Private,,"2,018.00"
